Dates,DayOfWeek,PdDistrict,Address,X,Y
23.03.2015,Wednesday,SOUTHERN,0 Block of 10TH ST,-122.4172576,37.77626951
23.03.2015,Wednesday,SOUTHERN,0 Block of GOUGH ST,-122.4216421,37.77287658
23.03.2015,Wednesday,SOUTHERN,7TH ST . TOWNSEND ST,-122.4016581,37.77181658
23.03.2015,Wednesday,INGLESIDE,MISSION ST . SILVER AV,-122.431295,37.72872979
23.03.2015,Wednesday,SOUTHERN,0 Block of FREELON ST,-122.3964115,37.77918761
23.03.2015,Wednesday,NORTHERN,2200 Block of PACIFIC AV,-122.4322732,37.7936061
23.03.2015,Wednesday,NORTHERN,2200 Block of PACIFIC AV,-122.4322732,37.7936061
23.03.2015,Wednesday,NORTHERN,2200 Block of PACIFIC AV,-122.4322732,37.7936061
23.03.2015,Wednesday,PARK,HAIGHT ST . ASHBURY ST,-122.4469333,37.7700062
23.03.2015,Wednesday,SOUTHERN,11TH ST . MISSION ST,-122.4171049,37.77432429
23.03.2015,Wednesday,SOUTHERN,11TH ST . MISSION ST,-122.4171049,37.77432429
23.03.2015,Wednesday,SOUTHERN,11TH ST . MISSION ST,-122.4171049,37.77432429
23.03.2015,Wednesday,SOUTHERN,200 Block of 5TH ST,-122.4041004,37.78091651
23.03.2015,Wednesday,SOUTHERN,200 Block of MARKET ST,-122.3970342,37.79282365
23.03.2015,Wednesday,TARAVAL,ORTEGA ST . 20TH AV,-122.4774167,37.75232754
23.03.2015,Wednesday,TARAVAL,HOLLOWAY AV . DENSLOWE DR,-122.4745446,37.72119487
23.03.2015,Wednesday,PARK,HAIGHT ST . BUENAVISTAWEST AV,-122.4433119,37.77046975
23.03.2015,Wednesday,INGLESIDE,MISSION ST . CORTLAND AV,-122.4228424,37.74102874
23.03.2015,Wednesday,INGLESIDE,MISSION ST . CORTLAND AV,-122.4228424,37.74102874
23.03.2015,Wednesday,INGLESIDE,MISSION ST . CORTLAND AV,-122.4228424,37.74102874
23.03.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
23.03.2015,Wednesday,MISSION,200 Block of CHURCH ST,-122.4288136,37.76680815
23.03.2015,Wednesday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
23.03.2015,Wednesday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
23.03.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
23.03.2015,Wednesday,INGLESIDE,200 Block of PARIS ST,-122.4327132,37.72472364
23.03.2015,Wednesday,PARK,1400 Block of SCOTT ST,-122.4376744,37.78320914
23.03.2015,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
23.03.2015,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
23.03.2015,Wednesday,SOUTHERN,1000 Block of MISSION ST,-122.4098928,37.7801135
23.03.2015,Wednesday,CENTRAL,500 Block of BEACH ST,-122.4181111,37.80702
23.03.2015,Wednesday,SOUTHERN,400 Block of FOLSOM ST,-122.3941728,37.78746432
23.03.2015,Wednesday,SOUTHERN,1700 Block of MARKET ST,-122.4221883,37.77269482
23.03.2015,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
23.03.2015,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
23.03.2015,Wednesday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
23.03.2015,Wednesday,SOUTHERN,200 Block of 7TH ST,-122.4086487,37.77731103
23.03.2015,Wednesday,NORTHERN,700 Block of HAYES ST,-122.4287386,37.77609274
23.03.2015,Wednesday,NORTHERN,700 Block of HAYES ST,-122.4287386,37.77609274
23.03.2015,Wednesday,NORTHERN,1700 Block of BUCHANAN ST,-122.4299509,37.78603389
23.03.2015,Wednesday,NORTHERN,2100 Block of CHESTNUT ST,-122.4387013,37.80044989
23.03.2015,Wednesday,SOUTHERN,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
23.03.2015,Wednesday,SOUTHERN,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
23.03.2015,Wednesday,PARK,200 Block of EDGEWOOD AV,-122.4550485,37.76191537
23.03.2015,Wednesday,PARK,PIERCE ST . WALLER ST,-122.4335504,37.77075389
23.03.2015,Wednesday,CENTRAL,PINE ST . LARKIN ST,-122.4188447,37.78982977
23.03.2015,Wednesday,BAYVIEW,LASALLE AV . 3RD ST,-122.3898656,37.73716994
23.03.2015,Wednesday,TENDERLOIN,100 Block of POWELL ST,-122.4080145,37.78595078
23.03.2015,Wednesday,CENTRAL,700 Block of VALLEJO ST,-122.4097917,37.79850835
23.03.2015,Wednesday,CENTRAL,100 Block of MONTGOMERY ST,-122.4022185,37.7905216
23.03.2015,Wednesday,PARK,2200 Block of 15TH ST,-122.4343797,37.7657385
23.03.2015,Wednesday,NORTHERN,14TH ST . CHURCH ST,-122.42895,37.76750273
23.03.2015,Wednesday,BAYVIEW,1400 Block of INNES AV,-122.3861007,37.73800201
23.03.2015,Wednesday,MISSION,2000 Block of MARKET ST,-122.4269556,37.76924706
23.03.2015,Wednesday,NORTHERN,VANNESS AV . TURK ST,-122.4206419,37.78196082
23.03.2015,Wednesday,TARAVAL,2200 Block of 14TH AV,-122.4703596,37.74607534
23.03.2015,Wednesday,TARAVAL,2200 Block of 14TH AV,-122.4703596,37.74607534
23.03.2015,Wednesday,BAYVIEW,1800 Block of OAKDALE AV,-122.3945658,37.73706577
23.03.2015,Wednesday,INGLESIDE,MISSION ST . EXCELSIOR AV,-122.4336234,37.72623583
23.03.2015,Wednesday,TARAVAL,1200 Block of MONTEREY BL,-122.4630927,37.73046978
23.03.2015,Wednesday,INGLESIDE,100 Block of PHELAN AV,-122.4524282,37.72571725
23.03.2015,Wednesday,INGLESIDE,100 Block of PHELAN AV,-122.4524282,37.72571725
23.03.2015,Wednesday,NORTHERN,2400 Block of CALIFORNIA ST,-122.4346894,37.78885384
23.03.2015,Wednesday,TARAVAL,2100 Block of 24TH AV,-122.481305,37.74746132
23.03.2015,Wednesday,TARAVAL,2100 Block of 24TH AV,-122.481305,37.74746132
23.03.2015,Wednesday,TARAVAL,2100 Block of 24TH AV,-122.481305,37.74746132
23.03.2015,Wednesday,PARK,1600 Block of HAIGHT ST,-122.449123,37.76978409
23.03.2015,Wednesday,PARK,1600 Block of HAIGHT ST,-122.449123,37.76978409
23.03.2015,Wednesday,NORTHERN,1100 Block of FILLMORE ST,-122.4321162,37.78003044
23.03.2015,Wednesday,CENTRAL,2800 Block of TAYLOR ST,-122.4159234,37.80859051
23.03.2015,Wednesday,CENTRAL,200 Block of BROADWAY ST,-122.4016623,37.79855767
23.03.2015,Wednesday,SOUTHERN,11TH ST . MISSION ST,-122.4171049,37.77432429
23.03.2015,Wednesday,INGLESIDE,100 Block of LAPHAM WY,-122.4278154,37.70899645
23.03.2015,Wednesday,NORTHERN,300 Block of FULTON ST,-122.4225365,37.77879588
23.03.2015,Wednesday,NORTHERN,300 Block of FULTON ST,-122.4225365,37.77879588
23.03.2015,Wednesday,MISSION,200 Block of SAN JOSE AV,-122.4214459,37.75123722
23.03.2015,Wednesday,MISSION,1000 Block of SHOTWELL ST,-122.4150228,37.75162723
23.03.2015,Wednesday,MISSION,1000 Block of SHOTWELL ST,-122.4150228,37.75162723
23.03.2015,Wednesday,MISSION,200 Block of SAN JOSE AV,-122.4214459,37.75123722
23.03.2015,Wednesday,CENTRAL,400 Block of STOCKTON ST,-122.4069776,37.7899181
23.03.2015,Wednesday,TARAVAL,LINCOLN WY . 23RD AV,-122.4815395,37.76525691
23.03.2015,Wednesday,SOUTHERN,WASHBURN ST . HOWARD ST,-122.4137703,37.77451581
23.03.2015,Wednesday,SOUTHERN,900 Block of MARKET ST,-122.4084211,37.78356994
23.03.2015,Wednesday,MISSION,200 Block of SAN JOSE AV,-122.4214459,37.75123722
23.03.2015,Wednesday,NORTHERN,300 Block of HAIGHT ST,-122.428007,37.77247261
23.03.2015,Wednesday,NORTHERN,300 Block of HAIGHT ST,-122.428007,37.77247261
23.03.2015,Wednesday,NORTHERN,300 Block of HAIGHT ST,-122.428007,37.77247261
23.03.2015,Wednesday,CENTRAL,0 Block of BUSH ST,-122.3994028,37.79116076
23.03.2015,Wednesday,SOUTHERN,5TH ST . MISSION ST,-122.406482,37.78273179
23.03.2015,Wednesday,SOUTHERN,MARKET ST . SOUTH VAN NESS AV,-122.4192579,37.77514629
23.03.2015,Wednesday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058954,37.78673422
23.03.2015,Wednesday,RICHMOND,400 Block of 11TH AV,-122.4696287,37.7797875
23.03.2015,Wednesday,RICHMOND,400 Block of 11TH AV,-122.4696287,37.7797875
23.03.2015,Wednesday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294
23.03.2015,Wednesday,CENTRAL,STOCKTON ST . CLAY ST,-122.4079047,37.79405897
23.03.2015,Wednesday,RICHMOND,400 Block of 6TH AV,-122.4642799,37.7800333
23.03.2015,Wednesday,INGLESIDE,SAN BRUNO AV . SOMERSET ST,-122.402096,37.71350888
23.03.2015,Wednesday,SOUTHERN,200 Block of 3RD ST,-122.3998994,37.78464803
23.03.2015,Wednesday,INGLESIDE,5600 Block of DIAMONDHEIGHTS BL,-122.4385193,37.73839711
23.03.2015,Wednesday,SOUTHERN,800 Block of MISSION ST,-122.4053955,37.78351007
23.03.2015,Wednesday,PARK,1800 Block of WALLER ST,-122.4543301,37.76815301
23.03.2015,Wednesday,INGLESIDE,5200 Block of DIAMONDHEIGHTS BL,-122.4390659,37.74427748
23.03.2015,Wednesday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
23.03.2015,Wednesday,PARK,ELLIS ST . BEIDEMAN ST,-122.4382738,37.78162007
23.03.2015,Wednesday,TENDERLOIN,LARKIN ST . EDDY ST,-122.4175307,37.78331075
23.03.2015,Wednesday,NORTHERN,700 Block of VANNESS AV,-122.4205764,37.78245335
23.03.2015,Wednesday,INGLESIDE,0 Block of 29TH ST,-122.4223184,37.74390605
23.03.2015,Wednesday,CENTRAL,700 Block of SUTTER ST,-122.4127403,37.78875511
23.03.2015,Wednesday,CENTRAL,700 Block of SUTTER ST,-122.4127403,37.78875511
23.03.2015,Wednesday,CENTRAL,700 Block of SUTTER ST,-122.4127403,37.78875511
23.03.2015,Wednesday,BAYVIEW,500 Block of 19TH ST,-122.3881913,37.76174112
23.03.2015,Wednesday,TARAVAL,1300 Block of 48TH AV,-122.5082009,37.76123915
23.03.2015,Wednesday,TENDERLOIN,0 Block of TURK ST,-122.4098537,37.78338624
23.03.2015,Wednesday,SOUTHERN,0 Block of VALENCIA ST,-122.4225861,37.77204726
23.03.2015,Wednesday,CENTRAL,COLUMBUS AV . TAYLOR ST,-122.4148785,37.80354086
23.03.2015,Wednesday,MISSION,0 Block of PORTOLA DR,-122.4438676,37.75024924
23.03.2015,Wednesday,MISSION,DIVISION ST . POTRERO AV,-122.4080113,37.76924445
23.03.2015,Wednesday,CENTRAL,400 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325
23.03.2015,Wednesday,NORTHERN,3700 Block of BUCHANAN ST,-122.4336993,37.80455199
23.03.2015,Wednesday,SOUTHERN,POWELL ST . MARKET ST,-122.4075459,37.78440118
23.03.2015,Wednesday,SOUTHERN,100 Block of 6TH ST,-122.4073765,37.77998926
23.03.2015,Wednesday,NORTHERN,1300 Block of WEBSTER ST,-122.4310464,37.78302957
23.03.2015,Wednesday,SOUTHERN,800 Block of HOWARD ST,-122.4037933,37.78232359
23.03.2015,Wednesday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
23.03.2015,Wednesday,RICHMOND,3100 Block of CALIFORNIA ST,-122.4461217,37.78740256
23.03.2015,Wednesday,PARK,1000 Block of 14TH ST,-122.4360766,37.76724463
23.03.2015,Wednesday,SOUTHERN,500 Block of 4TH ST,-122.3968453,37.77850023
23.03.2015,Wednesday,PARK,1000 Block of 14TH ST,-122.4360766,37.76724463
23.03.2015,Wednesday,SOUTHERN,500 Block of 4TH ST,-122.3968453,37.77850023
23.03.2015,Wednesday,CENTRAL,2600 Block of JONES ST,-122.416916,37.80569425
23.03.2015,Wednesday,MISSION,ALAMEDA ST . SAN BRUNO AV,-122.4058288,37.76847491
23.03.2015,Wednesday,MISSION,ALAMEDA ST . SAN BRUNO AV,-122.4058288,37.76847491
23.03.2015,Wednesday,PARK,600 Block of FREDERICK ST,-122.4562022,37.76590586
23.03.2015,Wednesday,SOUTHERN,400 Block of SPEAR ST,-122.3888884,37.78832797
23.03.2015,Wednesday,SOUTHERN,400 Block of SPEAR ST,-122.3888884,37.78832797
23.03.2015,Wednesday,MISSION,3700 Block of 23RD ST,-122.4267559,37.7533976
23.03.2015,Wednesday,BAYVIEW,300 Block of WILLIAMS AV,-122.3994437,37.73017602
23.03.2015,Wednesday,BAYVIEW,300 Block of WILLIAMS AV,-122.3994437,37.73017602
23.03.2015,Wednesday,MISSION,3700 Block of 23RD ST,-122.4267559,37.7533976
23.03.2015,Wednesday,NORTHERN,2400 Block of CALIFORNIA ST,-122.4346674,37.78874537
23.03.2015,Wednesday,INGLESIDE,200 Block of PARQUE DR,-122.4225921,37.70999871
23.03.2015,Wednesday,INGLESIDE,0 Block of CRESCENT AV,-122.4237023,37.73523279
23.03.2015,Wednesday,INGLESIDE,0 Block of CRESCENT AV,-122.4237023,37.73523279
23.03.2015,Wednesday,INGLESIDE,400 Block of FLOOD AV,-122.4500174,37.72993208
23.03.2015,Wednesday,MISSION,1500 Block of BRYANT ST,-122.4106001,37.76753256
23.03.2015,Wednesday,INGLESIDE,400 Block of FLOOD AV,-122.4500174,37.72993208
23.03.2015,Wednesday,INGLESIDE,30TH ST . LAIDLEY ST,-122.4322257,37.74178174
23.03.2015,Wednesday,INGLESIDE,30TH ST . LAIDLEY ST,-122.4322257,37.74178174
23.03.2015,Wednesday,BAYVIEW,700 Block of JERROLD AV,-122.373376,37.72976921
23.03.2015,Wednesday,SOUTHERN,100 Block of FREMONT ST,-122.395369,37.78948633
23.03.2015,Wednesday,BAYVIEW,700 Block of JERROLD AV,-122.373376,37.72976921
23.03.2015,Wednesday,SOUTHERN,0 Block of 3RD ST,-122.4023317,37.78641058
23.03.2015,Wednesday,NORTHERN,1500 Block of PINE ST,-122.4213191,37.78946002
23.03.2015,Wednesday,CENTRAL,1100 Block of PACIFIC AV,-122.4138485,37.79607848
23.03.2015,Wednesday,CENTRAL,1100 Block of PACIFIC AV,-122.4138485,37.79607848
23.03.2015,Wednesday,PARK,0 Block of COLE ST,-122.4511922,37.77472095
23.03.2015,Wednesday,NORTHERN,LARKIN ST . GEARY ST,-122.4180908,37.78610075
23.03.2015,Wednesday,NORTHERN,LARKIN ST . GEARY ST,-122.4180908,37.78610075
23.03.2015,Wednesday,NORTHERN,LARKIN ST . GEARY ST,-122.4180908,37.78610075
23.03.2015,Wednesday,NORTHERN,1100 Block of FILLMORE ST,-122.4319796,37.78004785
23.03.2015,Wednesday,NORTHERN,3200 Block of PIERCE ST,-122.4393685,37.79993194
23.03.2015,Wednesday,SOUTHERN,0 Block of HOWARD ST,-122.3920364,37.79161942
24.03.2015,Wednesday,SOUTHERN,1300 Block of STEVENSON ST,-122.4217325,37.77075909
24.03.2015,Wednesday,SOUTHERN,1300 Block of STEVENSON ST,-122.4217325,37.77075909
24.03.2015,Wednesday,BAYVIEW,2300 Block of JERROLD AV,-122.4024025,37.74609926
24.03.2015,Wednesday,MISSION,17TH ST . GUERRERO ST,-122.4239621,37.7631672
24.03.2015,Wednesday,MISSION,17TH ST . GUERRERO ST,-122.4239621,37.7631672
24.03.2015,Wednesday,MISSION,17TH ST . GUERRERO ST,-122.4239621,37.7631672
24.03.2015,Wednesday,SOUTHERN,1400 Block of MARKET ST,-122.4189071,37.7752838
24.03.2015,Wednesday,SOUTHERN,1400 Block of MARKET ST,-122.4189071,37.7752838
24.03.2015,Wednesday,SOUTHERN,1400 Block of MARKET ST,-122.4189071,37.7752838
24.03.2015,Wednesday,TARAVAL,19TH AV . HOLLOWAY AV,-122.4752222,37.72105715
24.03.2015,Wednesday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
24.03.2015,Wednesday,INGLESIDE,100 Block of BERTITA ST,-122.4404225,37.71873419
24.03.2015,Wednesday,INGLESIDE,100 Block of BERTITA ST,-122.4404225,37.71873419
24.03.2015,Wednesday,SOUTHERN,0 Block of COLUMBIASQUARE ST,-122.4057154,37.77719974
24.03.2015,Wednesday,SOUTHERN,0 Block of COLUMBIASQUARE ST,-122.4057154,37.77719974
24.03.2015,Wednesday,SOUTHERN,0 Block of COLUMBIASQUARE ST,-122.4057154,37.77719974
24.03.2015,Wednesday,BAYVIEW,2000 Block of PALOU AV,-122.3993706,37.73871083
24.03.2015,Wednesday,BAYVIEW,WISCONSIN ST . 19TH ST,-122.399305,37.7611251
24.03.2015,Wednesday,TENDERLOIN,300 Block of TURK ST,-122.4148786,37.7826335
24.03.2015,Wednesday,RICHMOND,2400 Block of CLEMENT ST,-122.4854159,37.78194474
24.03.2015,Wednesday,RICHMOND,6TH AV . FULTON ST,-122.4637499,37.77362241
24.03.2015,Wednesday,RICHMOND,300 Block of PARKER AV,-122.4538569,37.77962496
24.03.2015,Wednesday,TARAVAL,1800 Block of OCEAN AV,-122.4616832,37.72518972
24.03.2015,Wednesday,MISSION,18TH ST . GUERRERO ST,-122.423803,37.76156559
24.03.2015,Wednesday,CENTRAL,1200 Block of BROADWAY ST,-122.4178053,37.79619318
24.03.2015,Wednesday,CENTRAL,1200 Block of BROADWAY ST,-122.4178053,37.79619318
24.03.2015,Wednesday,CENTRAL,1200 Block of BROADWAY ST,-122.4178053,37.79619318
24.03.2015,Wednesday,CENTRAL,1200 Block of BROADWAY ST,-122.4178053,37.79619318
24.03.2015,Wednesday,SOUTHERN,11TH ST . MARKET ST,-122.4186983,37.77558941
24.03.2015,Wednesday,CENTRAL,900 Block of NORTHPOINT ST,-122.4228577,37.80544404
24.03.2015,Wednesday,TENDERLOIN,OFARRELL ST . JONES ST,-122.4129705,37.78578838
24.03.2015,Wednesday,BAYVIEW,200 Block of WILLIAMS AV,-122.3977444,37.72993469
24.03.2015,Wednesday,TENDERLOIN,LEAVENWORTH ST . MCALLISTER ST,-122.4136794,37.78092583
24.03.2015,Wednesday,CENTRAL,2100 Block of HYDE ST,-122.4192627,37.8006159
24.03.2015,Wednesday,NORTHERN,1900 Block of BUSH ST,-122.4293515,37.78748945
24.03.2015,Wednesday,NORTHERN,1900 Block of BUSH ST,-122.4293515,37.78748945
24.03.2015,Wednesday,NORTHERN,1900 Block of BUSH ST,-122.4293515,37.78748945
24.03.2015,Wednesday,SOUTHERN,1300 Block of MARKET ST,-122.4169911,37.77707419
24.03.2015,Wednesday,SOUTHERN,1300 Block of MARKET ST,-122.4169911,37.77707419
24.03.2015,Wednesday,SOUTHERN,1300 Block of MARKET ST,-122.4169911,37.77707419
24.03.2015,Wednesday,CENTRAL,2200 Block of JONES ST,-122.4161622,37.80196362
24.03.2015,Wednesday,PARK,BAKER ST . OAK ST,-122.4407371,37.77271247
24.03.2015,Wednesday,MISSION,3300 Block of CESAR CHAVEZ ST,-122.417067,37.74828543
24.03.2015,Wednesday,INGLESIDE,600 Block of SAN JOSE AV,-122.4222426,37.74473055
24.03.2015,Wednesday,CENTRAL,300 Block of BATTERY ST,-122.4002652,37.79435972
24.03.2015,Wednesday,MISSION,400 Block of CASTRO ST,-122.4351501,37.76175972
24.03.2015,Wednesday,SOUTHERN,10TH ST . FOLSOM ST,-122.4128266,37.77281156
24.03.2015,Wednesday,CENTRAL,CALIFORNIA ST . HYDE ST,-122.4173928,37.79097412
24.03.2015,Wednesday,MISSION,19TH ST . VALENCIA ST,-122.4214261,37.7601018
24.03.2015,Wednesday,CENTRAL,800 Block of MONTGOMERY ST,-122.4035442,37.79699342
24.03.2015,Wednesday,PARK,DIVISADERO ST . OAK ST,-122.4374224,37.77313233
24.03.2015,Wednesday,MISSION,800 Block of GUERRERO ST,-122.4235599,37.75796228
24.03.2015,Wednesday,MISSION,CAPP ST . 24TH ST,-122.4173601,37.75230632
24.03.2015,Wednesday,NORTHERN,LAGUNA ST . FULTON ST,-122.4266425,37.77832763
24.03.2015,Wednesday,TENDERLOIN,JONES ST . TURK ST,-122.4124143,37.7830038
24.03.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
24.03.2015,Wednesday,CENTRAL,MARKET ST . DRUMM ST,-122.3963054,37.7932572
24.03.2015,Wednesday,CENTRAL,MARKET ST . DRUMM ST,-122.3963054,37.7932572
24.03.2015,Wednesday,RICHMOND,700 Block of 12TH AV,-122.4702981,37.77412198
24.03.2015,Wednesday,RICHMOND,700 Block of 12TH AV,-122.4702981,37.77412198
24.03.2015,Wednesday,TENDERLOIN,300 Block of EDDY ST,-122.4129305,37.78383444
24.03.2015,Wednesday,NORTHERN,FRANKLIN ST . EDDY ST,-122.4224673,37.78268373
24.03.2015,Wednesday,NORTHERN,100 Block of AUSTIN ST,-122.4211966,37.78911928
24.03.2015,Wednesday,RICHMOND,400 Block of 11TH AV,-122.4694905,37.7797935
24.03.2015,Wednesday,RICHMOND,400 Block of 11TH AV,-122.4694905,37.7797935
24.03.2015,Wednesday,CENTRAL,MARKET ST . DRUMM ST,-122.3963054,37.7932572
24.03.2015,Saturday,INGLESIDE,MISSION ST . EXCELSIOR AV,-122.4336234,37.72623583
24.03.2015,Saturday,SOUTHERN,800 Block of HOWARD ST,-122.403891,37.78240141
24.03.2015,Saturday,INGLESIDE,MISSION ST . EXCELSIOR AV,-122.4336234,37.72623583
24.03.2015,Saturday,INGLESIDE,MISSION ST . EXCELSIOR AV,-122.4336234,37.72623583
24.03.2015,Saturday,INGLESIDE,1500 Block of CHURCH ST,-122.4269987,37.74649347
24.03.2015,Saturday,SOUTHERN,200 Block of KING ST,-122.3931106,37.77731032
24.03.2015,Saturday,MISSION,25TH ST . SOUTH VAN NESS AV,-122.4161097,37.75077189
24.03.2015,Saturday,MISSION,25TH ST . SOUTH VAN NESS AV,-122.4161097,37.75077189
24.03.2015,Saturday,CENTRAL,600 Block of CLAY ST,-122.4039949,37.79461182
24.03.2015,Saturday,CENTRAL,600 Block of CLAY ST,-122.4039949,37.79461182
24.03.2015,Saturday,CENTRAL,600 Block of CLAY ST,-122.4039949,37.79461182
24.03.2015,Saturday,CENTRAL,600 Block of CLAY ST,-122.4039949,37.79461182
24.03.2015,Saturday,CENTRAL,600 Block of CLAY ST,-122.4039949,37.79461182
24.03.2015,Saturday,BAYVIEW,LASALLE AV . 3RD ST,-122.3898656,37.73716994
24.03.2015,Saturday,SOUTHERN,10TH ST . BRYANT ST,-122.4097388,37.7703482
24.03.2015,Saturday,INGLESIDE,VELASCO AV . SAWYER ST,-122.415963,37.70899615
24.03.2015,Saturday,INGLESIDE,2400 Block of SAN JOSE AV,-122.4483035,37.71867248
24.03.2015,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
24.03.2015,Saturday,RICHMOND,21ST AV . CABRILLO ST,-122.4800384,37.77463002
24.03.2015,Saturday,RICHMOND,500 Block of 22ND AV,-122.4812434,37.77736536
24.03.2015,Saturday,SOUTHERN,300 Block of 11TH ST,-122.4132875,37.7711962
24.03.2015,Saturday,SOUTHERN,500 Block of 4TH ST,-122.3978496,37.77931171
24.03.2015,Saturday,TARAVAL,900 Block of LAWTON ST,-122.47289,37.75927461
24.03.2015,Saturday,SOUTHERN,300 Block of 11TH ST,-122.4131894,37.77127369
24.03.2015,Saturday,NORTHERN,GOUGH ST . LOMBARD ST,-122.4278267,37.80088516
24.03.2015,Saturday,SOUTHERN,BERRY ST . 3RD ST,-122.3911251,37.777554
24.03.2015,Saturday,NORTHERN,FILLMORE ST . BAY ST,-122.4366965,37.80262695
24.03.2015,Saturday,MISSION,21ST ST . TREAT AV,-122.4134496,37.75736378
24.03.2015,Saturday,MISSION,21ST ST . TREAT AV,-122.4134496,37.75736378
24.03.2015,Saturday,INGLESIDE,BOSWORTH ST . LIPPARD AV,-122.4358386,37.73387442
24.03.2015,Saturday,SOUTHERN,4TH ST . MISSION ST,-122.4042702,37.78447885
24.03.2015,Saturday,NORTHERN,1400 Block of SUTTER ST,-122.4242301,37.78717856
24.03.2015,Saturday,BAYVIEW,KEITH ST . ARMSTRONG AV,-122.3922364,37.72622388
24.03.2015,Saturday,BAYVIEW,KEITH ST . ARMSTRONG AV,-122.3922364,37.72622388
24.03.2015,Saturday,BAYVIEW,KEITH ST . ARMSTRONG AV,-122.3922364,37.72622388
24.03.2015,Saturday,BAYVIEW,KEITH ST . ARMSTRONG AV,-122.3922364,37.72622388
24.03.2015,Saturday,SOUTHERN,700 Block of 4TH ST,-122.3945483,37.77666519
24.03.2015,Saturday,PARK,1200 Block of 7TH AV,-122.4643362,37.76551191
24.03.2015,Saturday,NORTHERN,1900 Block of UNION ST,-122.4318319,37.79760995
24.03.2015,Saturday,RICHMOND,500 Block of 29TH AV,-122.4888741,37.77891592
24.03.2015,Saturday,PARK,1200 Block of 7TH AV,-122.4643362,37.76551191
24.03.2015,Saturday,INGLESIDE,0 Block of OCEAN AV,-122.4367444,37.72380963
24.03.2015,Saturday,INGLESIDE,0 Block of OCEAN AV,-122.4367444,37.72380963
24.03.2015,Saturday,MISSION,3500 Block of CESAR CHAVEZ ST,-122.4208327,37.74799945
24.03.2015,Saturday,NORTHERN,0 Block of MARINA BL,-122.4329574,37.80516257
24.03.2015,Saturday,SOUTHERN,HOWARD ST . 8TH ST,-122.4116098,37.77622099
24.03.2015,Saturday,SOUTHERN,200 Block of BERRY ST,-122.3944384,37.77485333
24.03.2015,Saturday,SOUTHERN,200 Block of BERRY ST,-122.3944384,37.77485333
24.03.2015,Saturday,SOUTHERN,200 Block of BERRY ST,-122.3944384,37.77485333
24.03.2015,Saturday,SOUTHERN,10TH ST . BRYANT ST,-122.4097388,37.7703482
24.03.2015,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
24.03.2015,Saturday,BAYVIEW,700 Block of KIRKWOOD AV,-122.3740193,37.72920336
24.03.2015,Saturday,SOUTHERN,900 Block of MARKET ST,-122.4085951,37.78370693
24.03.2015,Saturday,BAYVIEW,1000 Block of 7TH ST,-122.3988806,37.76952285
24.03.2015,Saturday,SOUTHERN,HARRISON ST . 3RD ST,-122.3973888,37.78255435
24.03.2015,Saturday,SOUTHERN,1000 Block of HOWARD ST,-122.408625,37.77865794
24.03.2015,Saturday,CENTRAL,1200 Block of BUSH ST,-122.4178626,37.78906226
24.03.2015,Saturday,SOUTHERN,0 Block of MOSS ST,-122.4079992,37.77782417
24.03.2015,Saturday,SOUTHERN,0 Block of MOSS ST,-122.4079992,37.77782417
24.03.2015,Saturday,NORTHERN,3100 Block of FILLMORE ST,-122.435751,37.79872822
24.03.2015,Saturday,SOUTHERN,HARRISON ST . 4TH ST,-122.3996176,37.78079066
24.03.2015,Saturday,SOUTHERN,TOWNSEND ST . 2ND ST,-122.3905314,37.78060708
24.03.2015,Saturday,INGLESIDE,ONONDAGA AV . MISSION ST,-122.4374615,37.72116508
24.03.2015,Saturday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
24.03.2015,Saturday,MISSION,1700 Block of HARRISON ST,-122.4133542,37.7690748
24.03.2015,Saturday,SOUTHERN,700 Block of MARKET ST,-122.4047566,37.78645405
24.03.2015,Saturday,BAYVIEW,300 Block of CHANNEL ST,-122.3998764,37.76898733
24.03.2015,Saturday,BAYVIEW,0 Block of COMMER CT,-122.3849537,37.73263843
